ORF	hom | growth (culture turbidity) | Freeze-Thaw (-25° C [5 days]) | Ando A~Shima J, 2007
YKL151C	-0.010
YKL155C	NaN
YKL156W	-0.006
YKL157W	-0.008
YKL158W	0.013
YKL159C	0.015
YKL160W	0.039
YKL161C	-0.006
YKL162C	-0.001
YKL162C-A	0.004
YKL163W	-0.011
YKL164C	0.003
YKL166C	-0.018
YKL167C	0.009
YKL168C	-0.018
YKL169C	NaN
YKL170W	NaN
YKL171W	-0.018
YKL174C	0.000
YKL175W	-0.648
YKL176C	0.030
YKL179C	0.000
YKL183W	-0.674
YKL184W	-0.650
YKL185W	-0.002
YKL187C	0.000
YKL188C	0.001
YKL190W	-0.688
YKL191W	0.018
YKL197C	0.004
YKL198C	0.006
YKL199C	0.008
YKL200C	0.009
YKL201C	-0.004
YKL202W	0.008
YKL204W	-0.207
YKL205W	0.015
YKL206C	0.019
YKL207W	0.016
YKL208W	0.003
YKL211C	0.069
YKL212W	0.198
YKL213C	0.016
YKL214C	0.009
YKL215C	-0.005
YKL216W	0.017
YKL217W	0.010
YKL218C	0.012
YKL220C	-0.006
YKL221W	0.007
YKL222C	0.007
YKR001C	0.056
YKR003W	0.012
YKR005C	0.006
YKR006C	NaN
YKR007W	0.077
YKR009C	0.008
YKR010C	-0.007
YKR011C	0.015
YKR012C	0.007
YKR013W	0.013
YKR014C	0.010
YKR015C	0.009
YKR016W	0.008
YKR017C	0.009
YKR018C	-0.001
YKR019C	0.006
YKR020W	0.189
YKR021W	0.009
YKR023W	-0.006
YKR024C	NaN
YKR026C	0.011
YKR027W	0.014
YKR028W	0.030
YKR029C	0.000
YKR030W	-0.001
YKR031C	0.007
YKR032W	0.005
YKR033C	0.014
YKR034W	0.006
YKR035C	0.020
YKR035W-A	0.006
YKR036C	0.008
YKR039W	0.005
YKR040C	-0.004
YKR041W	-0.001
YKR042W	0.006
YKR043C	0.005
YKR044W	0.005
YKR045C	0.007
YKR046C	0.003
YKR047W	0.023
YKR048C	-0.004
YKR049C	0.002
YKR050W	0.002
YKR051W	0.009
YKR052C	0.005
YKR053C	0.016
YKR054C	0.011
YKR055W	0.007
YKR056W	0.009
YKR057W	0.100
YKR058W	0.007
YKR059W	0.016
YKR060W	0.000
YKR061W	0.002
YKR064W	0.005
YKR065C	0.017
YKR066C	0.002
YKR067W	-0.004
YKR069W	0.006
YKR070W	0.008
YKR072C	0.004
YKR073C	-0.001
YKR074W	0.016
YKR075C	0.005
YKR076W	0.002
YKR077W	-0.000
YKR078W	0.002
YKR080W	0.004
YKR082W	0.069
YKR084C	0.016
YKR085C	-1.834
YKR087C	-0.004
YKR088C	-0.002
YKR089C	-0.004
YKR090W	0.002
YKR091W	-0.010
YKR092C	-0.011
YKR093W	-0.006
YKR094C	-0.012
YKR095W	0.001
YKR096W	-0.025
YKR097W	-0.004
YKR098C	-0.009
YKR099W	-0.039
YKR100C	-0.000
YKR101W	0.004
YKR102W	-0.005
YKR103W	-0.011
YKR104W	-0.011
YKR105C	-0.006
YKR106W	0.013
YLL001W	-0.003
YLL002W	NaN
YLL005C	0.019
YLL006W	0.035
YLL007C	0.036
YLL009C	NaN
YLL010C	-0.014
YLL012W	-0.007
YLL013C	-0.007
YLL014W	0.017
YLL015W	0.019
YLL016W	0.005
YLL017W	0.007
YLL018C-A	NaN
YLL019C	-0.009
YLL020C	-0.002
YLL021W	-0.011
YLL023C	-0.004
YLL024C	-0.001
YLL025W	0.005
YLL026W	0.008
YLL027W	-0.006
YLL028W	0.018
YLL029W	0.003
YLL030C	0.002
YLL032C	-0.004
YLL033W	0.006
YLL038C	0.016
YLL039C	0.016
YLL040C	0.005
YLL041C	0.014
YLL042C	0.012
YLL043W	-0.014
YLL044W	0.013
YLL045C	0.012
YLL046C	0.011
YLL047W	-0.005
YLL048C	0.003
YLL049W	0.005
YLL051C	0.014
YLL052C	0.019
YLL053C	0.016
YLL054C	0.007
YLL055W	-0.006
YLL056C	-0.007
YLL057C	-0.004
YLL058W	-0.006
YLL059C	0.010
YLL060C	0.005
YLL061W	-0.001
YLL062C	0.009
YLL063C	0.020
YLR001C	-0.001
YLR003C	-0.006
YLR004C	-0.005
YLR006C	-0.004
YLR011W	0.005
YLR012C	-0.009
YLR013W	0.006
YLR014C	0.027
YLR015W	0.007
YLR016C	-0.010
YLR017W	-0.007
YLR018C	-0.006
YLR019W	-0.001
YLR020C	0.011
YLR021W	0.019
YLR023C	-0.128
YLR024C	0.001
YLR025W	0.017
YLR027C	0.026
YLR028C	-0.004
YLR030W	0.004
YLR031W	0.005
YLR032W	0.005
YLR034C	-0.008
YLR035C	0.007
YLR036C	0.004
YLR037C	-0.003
YLR038C	0.013
YLR039C	0.000
YLR040C	0.001
YLR041W	0.007
YLR042C	0.010
YLR043C	0.009
YLR044C	0.008
YLR046C	0.011
YLR047C	-0.001
YLR048W	-0.198
YLR049C	0.006
YLR050C	0.002
YLR052W	-0.000
YLR053C	0.004
YLR054C	0.011
YLR055C	0.020
YLR056W	NaN
YLR057W	0.011
YLR058C	0.031
YLR059C	-0.001
YLR061W	NaN
YLR062C	NaN
YLR063W	0.011
YLR064W	0.007
YLR065C	0.016
YLR067C	NaN
YLR068W	-0.120
YLR069C	NaN
YLR070C	0.006
YLR072W	0.001
YLR073C	0.010
YLR074C	0.121
YLR077W	0.005
YLR079W	0.096
YLR080W	0.023
YLR081W	0.023
YLR082C	0.011
YLR083C	-0.003
YLR084C	0.004
YLR085C	0.001
YLR087C	-0.014
YLR089C	0.007
YLR090W	0.008
YLR091W	NaN
YLR092W	0.029
YLR093C	0.019
YLR094C	0.015
YLR095C	-0.004
YLR096W	0.001
YLR097C	0.003
YLR098C	0.013
YLR099C	0.013
YLR102C	0.005
YLR104W	0.015
YLR107W	0.016
YLR108C	0.003
YLR109W	0.001
YLR110C	-0.050
YLR111W	-0.007
YLR112W	0.009
YLR113W	0.007
YLR114C	0.004
YLR118C	0.015
YLR119W	0.004
YLR120C	-0.008
YLR121C	0.001
YLR122C	0.002
YLR123C	0.006
YLR124W	0.007
YLR125W	0.013
YLR126C	0.003
YLR128W	0.011
YLR130C	0.004
YLR131C	0.128
YLR133W	0.010
YLR134W	NaN
YLR135W	NaN
YLR136C	0.001
YLR137W	-0.000
YLR138W	0.002
YLR139C	-0.010
YLR142W	0.004
YLR143W	0.043
YLR144C	0.023
YLR146C	-0.017
YLR148W	0.201
YLR149C	NaN
YLR150W	0.022
YLR151C	0.004
YLR152C	0.013
YLR154C	0.013
YLR164W	0.045
YLR165C	0.030
YLR168C	0.008
YLR169W	0.007
YLR170C	0.013
YLR171W	0.011
YLR172C	0.030
YLR173W	0.030
YLR174W	0.027
YLR176C	0.072
YLR177W	0.021
YLR178C	0.016
YLR179C	0.007
YLR180W	0.002
YLR181C	0.007
YLR182W	-0.279
YLR184W	NaN
YLR185W	0.180
YLR187W	0.038
YLR188W	0.053
YLR189C	0.014
YLR190W	0.021
YLR191W	0.005
YLR192C	0.052
YLR193C	-0.002
YLR194C	0.006
YLR199C	0.044
YLR200W	0.256
YLR201C	NaN
YLR202C	NaN
YLR203C	NaN
YLR204W	0.009
YLR205C	0.001
YLR206W	0.016
YLR207W	0.016
YLR209C	0.007
YLR210W	0.023
YLR211C	0.051
YLR213C	0.024
YLR214W	0.009
YLR216C	0.001
YLR217W	0.009
YLR218C	0.010
YLR219W	0.015
YLR220W	0.013
YLR221C	0.016
YLR224W	0.038
YLR225C	0.013
YLR226W	NaN
YLR227C	0.022
YLR228C	-0.000
YLR231C	-0.013
YLR232W	-0.019
YLR233C	-0.024
YLR234W	NaN
YLR235C	NaN
YLR236C	-0.026
YLR237W	0.010
YLR238W	-0.014
YLR239C	-0.044
YLR240W	NaN
YLR241W	-0.007
YLR242C	NaN
YLR244C	NaN
YLR246W	0.027
YLR247C	-0.011
YLR248W	-0.014
YLR250W	-0.009
YLR251W	-0.014
YLR252W	0.020
YLR253W	0.001
YLR254C	-0.007
YLR255C	-0.011
YLR257W	0.008
YLR258W	-0.008
YLR260W	NaN
YLR261C	-0.002
YLR262C	-0.006
YLR262C-A	-0.004
YLR263W	-0.005
YLR264W	0.213
YLR265C	0.009
YLR266C	0.014
YLR267W	-0.001
YLR268W	NaN
YLR269C	0.008
YLR270W	NaN
YLR271W	-0.003
YLR273C	-0.003
YLR278C	-0.006
YLR279W	0.010
YLR280C	0.003
YLR281C	0.009
YLR282C	-0.005
YLR283W	-0.007
YLR284C	-0.007
YLR285W	-0.010
YLR286C	-0.039
YLR287C	-0.020
YLR287C-A	0.019
YLR288C	0.003
YLR289W	0.007
YLR290C	0.004
YLR292C	0.016
YLR294C	-0.006
YLR295C	NaN
YLR296W	-0.007
YLR297W	-0.003
YLR299W	-0.006
YLR300W	0.000
YLR303W	-0.004
YLR304C	NaN
YLR306W	-0.000
YLR307W	0.003
YLR308W	0.003
YLR309C	-0.002
YLR311C	0.002
YLR312C	-0.010
YLR312W-A	NaN
YLR313C	-0.006
YLR315W	NaN
YLR318W	0.009
YLR319C	0.005
YLR320W	NaN
YLR322W	NaN
YLR324W	0.006
YLR325C	0.009
YLR326W	0.012
YLR327C	0.008
YLR328W	-0.006
YLR329W	0.003
YLR330W	-0.027
YLR331C	-0.009
YLR332W	-0.008
YLR333C	0.005
YLR334C	-0.005
YLR335W	0.008
YLR337C	-0.159
YLR338W	0.232
YLR341W	0.025
YLR342W	-0.559
YLR343W	-0.013
YLR344W	-0.003
YLR345W	-0.002
YLR346C	-0.005
YLR348C	0.009
YLR349W	0.022
YLR350W	0.016
YLR351C	0.018
YLR352W	0.018
YLR353W	0.025
YLR354C	0.009
YLR356W	-0.000
YLR357W	-0.093
YLR358C	0.135
YLR360W	0.013
YLR361C	0.010
YLR363C	0.016
YLR364W	0.014
YLR365W	0.011
YLR366W	0.007
YLR367W	0.003
YLR368W	0.017
YLR369W	NaN
YLR370C	0.414
YLR371W	NaN
YLR372W	NaN
YLR373C	NaN
YLR374C	-0.090
YLR375W	0.005
YLR376C	0.006
YLR377C	0.012
YLR380W	0.007
YLR381W	0.016
YLR382C	NaN
YLR384C	0.093
YLR385C	0.009
YLR386W	0.017
YLR387C	0.014
YLR388W	-0.039
YLR389C	0.002
YLR390W	0.006
YLR390W-A	-0.006
YLR391W	0.000
YLR392C	-0.003
YLR393W	0.003
YLR394W	-0.002
YLR395C	0.004
YLR396C	0.166
YLR398C	0.017
YLR399C	-0.285
YLR400W	-0.004
YLR401C	0.003
YLR402W	0.035
YLR403W	0.030
YLR404W	-0.003
YLR405W	0.007
YLR406C	0.015
YLR407W	0.011
YLR408C	-0.036
YLR410W	0.003
YLR412W	0.007
YLR413W	-0.003
YLR414C	-0.014
YLR415C	0.012
YLR416C	0.007
YLR417W	0.024
YLR418C	0.020
YLR420W	-0.003
YLR421C	0.024
YLR422W	0.008
YLR423C	-0.570
YLR425W	0.018
YLR426W	-0.007
YLR427W	0.006
YLR428C	-0.007
YLR429W	-0.014
YLR431C	-0.008
YLR432W	-0.009
YLR433C	-0.004
YLR434C	-0.006
YLR435W	-0.455
YLR436C	0.002
YLR437C	0.000
YLR438W	0.002
YLR439W	-0.563
YLR441C	-0.101
YLR443W	-0.019
YLR444C	-0.012
YLR445W	-0.013
YLR446W	-0.003
YLR447C	NaN
YLR448W	0.000
YLR449W	-0.004
YLR450W	-0.015
YLR451W	-0.001
YLR452C	-0.009
YLR453C	-0.015
YLR454W	-0.013
YLR455W	-0.004
YLR456W	-0.010
YLR460C	-0.011
YLR461W	-0.016
YML001W	0.018
YML002W	0.006
YML003W	0.009
YML004C	0.003
YML005W	0.005
YML006C	0.018
YML007W	0.011
YML008C	0.013
YML009C	-0.005
YML010C-B	0.129
YML010W-A	0.104
YML011C	0.003
YML012W	0.016
YML013C-A	NaN
YML013W	-0.011
YML014W	-0.088
YML016C	0.013
YML017W	0.020
YML018C	0.017
YML019W	0.013
YML020W	0.017
YML021C	-0.017
YML022W	0.034
YML024W	-0.231
YML026C	0.006
YML027W	-0.011
YML028W	0.007
YML029W	0.005
YML030W	0.003
YML032C	0.043
YML033W	0.011
YML034W	0.009
YML035C	-0.001
YML035C-A	0.011
YML036W	0.211
YML037C	0.012
YML038C	0.006
YML041C	-0.002
YML042W	-0.002
YML047C	0.006
YML048W	0.013
YML048W-A	0.000
YML050W	0.019
YML051W	0.028
YML052W	0.021
YML053C	NaN
YML054C	-0.009
YML055W	-0.001
YML056C	0.007
YML057W	0.011
YML058C-A	0.029
YML058W	0.013
YML059C	0.011
YML060W	0.020
YML061C	NaN
YML062C	0.045
YML063W	-0.016
YML066C	0.009
YML067C	-0.005
YML068W	-0.003
YML070W	0.016
YML071C	0.010
YML072C	-0.012
YML073C	-0.095
YML074C	0.004
YML075C	-0.016
YML076C	-0.002
YML078W	-0.006
YML079W	0.009
YML080W	0.009
YML081C-A	-0.008
YML081W	0.001
YML082W	0.015
YML083C	0.011
YML084W	0.025
YML086C	-0.005
YML087C	0.021
YML088W	0.021
YML089C	0.021
YML090W	0.011
YML094W	-0.032
YML095C	0.007
YML095C-A	-0.028
YML096W	0.013
YML097C	-0.018
YML099C	0.014
YML100W	0.013
YML100W-A	0.008
YML101C	0.000
YML102C-A	0.004
YML102W	0.005
YML103C	-0.005
YML104C	0.002
YML106W	0.002
YML107C	-0.000
YML108W	0.002
YML109W	0.002
YML110C	NaN
YML111W	0.003
YML112W	-0.367
YML113W	-0.006
YML115C	0.005
YML116W	-0.006
YML117W	0.006
YML117W-A	0.000
YML118W	-0.004
YML119W	-0.005
YML120C	0.000
YML121W	0.030
YML122C	-0.575
YML123C	-0.014
YML124C	-0.009
YML128C	-0.185
YML129C	NaN
YML131W	0.006
YMR002W	0.010
YMR003W	0.013
YMR004W	0.001
YMR006C	0.011
YMR007W	0.018
YMR008C	0.010
YMR009W	0.018
YMR010W	0.019
YMR011W	0.008
YMR012W	0.003
YMR014W	NaN
YMR015C	-0.004
YMR016C	0.023
YMR017W	0.011
YMR018W	0.013
YMR019W	0.017
YMR020W	0.005
YMR021C	-0.001
YMR022W	0.013
YMR023C	0.011
YMR024W	0.012
YMR025W	0.008
YMR026C	0.007
YMR027W	0.011
YMR029C	0.005
YMR030W	0.010
YMR031C	0.003
YMR031W-A	0.023
YMR032W	-0.282
YMR034C	0.019
YMR035W	0.006
YMR036C	0.007
YMR037C	-0.006
YMR038C	-0.227
YMR039C	0.016
YMR040W	0.017
YMR041C	0.007
YMR042W	0.019
YMR044W	0.002
YMR048W	0.010
YMR052C-A	-0.021
YMR052W	-0.023
YMR053C	-0.012
YMR054W	0.005
YMR055C	-0.009
YMR056C	-0.007
YMR057C	-0.003
YMR058W	-0.002
YMR060C	-0.670
YMR062C	0.013
YMR063W	-0.001
YMR064W	NaN
YMR065W	0.008
YMR066W	NaN
YMR067C	0.000
YMR068W	-0.005
YMR069W	0.005
YMR070W	-0.015
YMR071C	-0.004
YMR072W	NaN
YMR073C	0.019
YMR074C	-0.006
YMR075C-A	0.008
YMR075W	-0.000
YMR077C	0.012
YMR078C	-0.118
YMR080C	-0.028
YMR081C	0.004
YMR082C	-0.006
YMR083W	0.021
YMR084W	0.016
YMR085W	0.015
YMR086C-A	0.015
YMR086W	0.009
YMR087W	0.008
YMR088C	-0.009
YMR089C	NaN
YMR090W	0.006
YMR091C	NaN
YMR092C	0.006
YMR095C	0.005
YMR096W	0.001
YMR097C	NaN
YMR098C	NaN
YMR099C	-0.008
YMR100W	0.012
YMR101C	0.001
YMR102C	-0.001
YMR103C	-0.003
YMR104C	-0.003
YMR105C	0.006
YMR106C	0.001
YMR107W	-0.005
YMR109W	0.008
YMR110C	-0.002
YMR111C	0.008
YMR114C	0.000
YMR115W	-0.001
YMR116C	-0.011
YMR118C	0.004
YMR119W	-0.002
YMR119W-A	-0.003
YMR120C	0.001
YMR121C	-0.002
YMR122C	-0.004
YMR123W	-0.262
YMR124W	-0.008
YMR125W	-0.500
YMR126C	-0.004
YMR127C	-0.005
YMR129W	-0.005
YMR130W	-0.006
YMR132C	-0.000
YMR133W	-0.004
YMR135C	-0.004
YMR135W-A	0.012
YMR136W	-0.039
YMR137C	0.015
YMR138W	0.030
YMR139W	-0.007
YMR140W	0.014
YMR141C	0.014
YMR142C	-0.599
YMR143W	-0.486
YMR144W	0.023
YMR145C	0.011
YMR147W	0.027
YMR148W	0.022
YMR150C	NaN
YMR151W	0.007
YMR152W	-0.039
YMR153C-A	0.013
YMR153W	0.016
YMR154C	-0.008
YMR155W	0.011
YMR156C	0.017
YMR157C	0.032
YMR158C-B	-0.002
YMR158W	NaN
YMR158W-A	0.040
YMR159C	0.028
YMR160W	-0.003
YMR161W	0.019
YMR162C	-0.002
YMR163C	-0.005
YMR164C	-0.011
YMR166C	0.031
YMR167W	0.004
YMR169C	-0.003
YMR170C	0.020
YMR171C	-0.002
YMR172C-A	0.014
YMR172W	-0.036
YMR173W	-0.000
YMR173W-A	0.009
YMR174C	-0.009
YMR175W	-0.009
YMR176W	0.002
YMR177W	0.015
YMR178W	0.018
YMR179W	-0.748
YMR180C	0.024
YMR181C	0.004
YMR182C	0.012
YMR183C	0.023
YMR184W	0.007
YMR186W	0.005
YMR187C	-0.009
YMR188C	NaN
YMR189W	0.009
YMR190C	0.045
YMR191W	0.004
YMR192W	0.036
YMR193C-A	0.033
YMR193W	NaN
YMR194C-A	-0.009
YMR194W	0.013
YMR195W	-0.010
YMR196W	0.011
YMR198W	-0.011
YMR199W	-0.023
YMR201C	0.035
YMR202W	0.020
YMR204C	0.029
YMR205C	0.111
YMR206W	0.032
YMR207C	0.016
YMR209C	0.010
YMR210W	0.009
YMR214W	0.020
YMR215W	0.029
YMR216C	0.084
YMR219W	0.030
YMR221C	0.020
YMR222C	0.017
YMR223W	-0.023
YMR224C	0.004
YMR225C	0.028
YMR226C	0.019
YMR228W	NaN
YMR230W	0.044
YMR232W	0.034
YMR233W	0.029
YMR234W	0.035
YMR237W	0.031
YMR238W	0.055
YMR241W	0.004
YMR242C	-0.105
YMR243C	0.021
YMR244C-A	0.038
YMR244W	0.018
YMR245W	0.020
YMR246W	0.046
YMR247C	0.050
YMR250W	0.047
YMR251W	0.049
YMR251W-A	0.047
YMR252C	0.006
YMR253C	0.002
YMR254C	-0.025
YMR255W	0.015
YMR256C	0.004
YMR257C	0.034
YMR258C	0.040
YMR259C	0.048
YMR261C	0.030
YMR262W	0.048
YMR263W	-0.030
YMR264W	0.009
YMR265C	0.023
YMR266W	-0.020
YMR267W	-0.065
YMR269W	0.053
YMR271C	0.018
YMR272C	0.059
YMR273C	0.027
YMR274C	0.034
YMR275C	0.072
YMR276W	0.033
YMR278W	-0.023
YMR279C	0.003
YMR280C	0.014
YMR282C	0.125
YMR283C	0.043
YMR284W	0.062
YMR285C	0.040
YMR286W	0.054
YMR287C	0.063
YMR289W	0.005
YMR291W	0.038
YMR292W	0.056
YMR293C	0.084
YMR294W	0.060
YMR294W-A	0.037
YMR295C	0.045
YMR297W	0.049
YMR299C	0.033
YMR300C	0.009
YMR302C	0.041
YMR303C	0.041
YMR304C-A	0.045
YMR304W	0.069
YMR305C	0.017
YMR306C-A	0.053
YMR306W	0.006
YMR307W	-1.122
YMR310C	-0.007
YMR311C	0.006
YMR312W	0.010
YMR313C	-0.013
YMR315W	-0.004
YMR316C-A	-0.004
YMR316C-B	-0.006
YMR316W	0.007
YMR317W	0.011
YMR318C	0.015
YMR319C	0.010
YMR320W	0.007
YMR322C	0.013
YMR326C	-0.008
YNL001W	-0.018
YNL003C	NaN
YNL004W	-0.007
YNL005C	0.040
YNL009W	-0.003
YNL010W	-0.012
YNL011C	-0.008
YNL012W	-0.010
YNL013C	-0.025
YNL014W	-0.010
YNL016W	0.007
YNL020C	0.007
YNL022C	0.003
YNL023C	-0.016
YNL024C	-0.008
YNL025C	0.610
YNL027W	-0.009
YNL031C	-0.004
YNL032W	-0.029
YNL034W	-0.012
YNL035C	-0.013
YNL041C	0.006
YNL043C	0.002
YNL044W	-0.005
YNL045W	0.009
YNL046W	-0.011
YNL047C	-0.007
YNL049C	-0.004
YNL051W	0.003
YNL052W	-0.006
YNL053W	-0.011
YNL054W	-0.787
YNL055C	0.036
YNL056W	-0.023
YNL057W	0.006
YNL058C	0.008
YNL059C	-0.640
YNL063W	-0.019
YNL064C	NaN
YNL065W	-0.010
YNL066W	0.005
YNL067W	0.035
YNL068C	0.015
YNL069C	0.158
YNL070W	-0.212
YNL071W	-0.045
YNL072W	0.005
YNL073W	NaN
YNL074C	0.010
YNL076W	-0.007
YNL077W	0.045
YNL078W	-0.008
YNL079C	-0.220
YNL080C	-2.806
YNL081C	NaN
YNL082W	-0.012
YNL083W	-0.000
YNL084C	0.055
YNL085W	0.001
YNL086W	0.004
YNL087W	0.005
YNL089C	-0.009
YNL090W	-0.002
YNL091W	0.046
YNL092W	0.005
YNL093W	-0.007
YNL094W	0.016
YNL095C	-0.011
YNL096C	-0.005
YNL097C	-0.129
YNL098C	0.021
YNL099C	-0.240
YNL100W	-0.005
YNL101W	0.029
YNL104C	0.014
YNL105W	-0.021
YNL106C	-0.003
YNL107W	-0.468
YNL108C	0.019
YNL109W	0.031
YNL111C	-0.019
YNL115C	-0.002
YNL116W	0.008
YNL117W	-0.001
YNL119W	0.088
YNL120C	0.039
YNL121C	-0.023
YNL122C	0.011
YNL123W	0.013
YNL125C	-0.019
YNL127W	-0.015
YNL128W	-0.004
YNL129W	0.007
YNL130C	-0.011
YNL133C	-0.403
YNL134C	0.011
YNL135C	-0.018
YNL136W	0.000
YNL138W	NaN
YNL139C	-0.089
YNL140C	0.057
YNL141W	-0.005
YNL142W	0.015
YNL143C	0.044
YNL144C	0.025
YNL145W	0.013
YNL146W	-0.001
YNL147W	-0.032
YNL148C	0.009
YNL154C	0.038
YNL155W	0.023
YNL157W	0.023
YNL159C	0.010
YNL160W	0.012
YNL168C	0.028
YNL170W	-0.004
YNL173C	0.019
YNL175C	0.016
YNL176C	0.032
YNL177C	0.061
YNL179C	0.035
YNL183C	0.019
YNL184C	0.018
YNL187W	0.022
YNL190W	0.019
YNL191W	0.013
YNL193W	0.018
YNL194C	0.009
YNL195C	0.016
YNL196C	0.024
YNL197C	0.056
YNL198C	0.050
YNL199C	0.084
YNL200C	0.027
YNL201C	0.024
YNL202W	0.019
YNL203C	0.016
YNL204C	0.020
YNL205C	0.018
YNL206C	0.010
YNL211C	0.035
YNL212W	0.031
YNL214W	0.009
YNL215W	0.074
YNL217W	0.015
YNL219C	0.019
YNL220W	-0.079
YNL224C	0.004
YNL225C	0.137
YNL226W	0.092
YNL227C	0.119
YNL228W	0.093
YNL229C	0.024
YNL230C	-0.001
YNL231C	0.006
YNL233W	0.033
YNL235C	0.008
YNL236W	-0.618
YNL237W	0.011
YNL239W	NaN
YNL242W	0.005
YNL246W	-0.284
YNL248C	0.219
YNL249C	0.020
YNL250W	-0.309
YNL252C	NaN
YNL253W	0.004
YNL254C	0.004
YNL255C	-0.023
YNL257C	0.003
YNL259C	0.012
YNL264C	0.009
YNL265C	-0.006
YNL266W	-0.003
YNL268W	-0.013
YNL269W	0.017
YNL270C	0.017
YNL271C	0.075
YNL273W	0.042
YNL274C	0.002
YNL275W	0.006
YNL278W	0.007
YNL279W	0.002
YNL280C	-1.095
YNL281W	0.020
YNL283C	0.050
YNL284C	-0.001
YNL285W	0.039
YNL286W	0.013
YNL288W	0.009
YNL289W	0.010
YNL291C	-0.008
YNL292W	0.030
YNL293W	0.015
YNL294C	0.019
YNL295W	0.020
YNL296W	0.414
YNL297C	-0.307
YNL299W	0.015
YNL300W	0.010
YNL301C	0.009
YNL303W	0.006
YNL304W	0.006
YNL305C	0.022
YNL307C	-0.013
YNL311C	0.028
YNL314W	-0.002
YNL315C	0.029
YNL316C	0.006
YNL318C	0.017
YNL319W	0.025
YNL321W	0.027
YNL322C	-0.000
YNL323W	0.027
YNL324W	-0.002
YNL325C	0.000
YNL326C	0.013
YNL327W	0.007
YNL328C	-0.000
YNL329C	0.016
YNL332W	0.028
YNL333W	0.010
YNL334C	0.018
YNL335W	0.009
YNL336W	0.017
YNL338W	0.012
YNL339C	0.002
YNR001C	0.007
YNR002C	-0.015
YNR004W	0.040
YNR005C	0.035
YNR006W	0.098
YNR007C	0.011
YNR008W	-0.007
YNR009W	0.011
YNR012W	0.014
YNR013C	-0.002
YNR014W	-0.005
YNR015W	0.005
YNR018W	0.003
YNR019W	0.018
YNR020C	-0.001
YNR021W	0.016
YNR024W	0.003
YNR025C	0.012
YNR027W	-0.009
YNR028W	-0.002
YNR029C	-0.000
YNR030W	-0.018
YNR031C	-0.008
YNR032C-A	-0.006
YNR032W	-0.020
YNR033W	0.000
YNR034W	0.009
YNR036C	-0.493
YNR037C	-2.267
YNR039C	-0.010
YNR040W	-0.012
YNR041C	NaN
YNR042W	NaN
YNR045W	NaN
YNR048W	-0.006
YNR049C	-0.030
YNR050C	-0.011
YNR051C	-0.092
YNR052C	0.084
YNR055C	-0.007
YNR056C	-0.007
YNR057C	-0.008
YNR058W	-0.016
YNR059W	-0.008
YNR060W	-0.011
YNR061C	-0.015
YNR062C	-0.004
YNR063W	NaN
YNR064C	NaN
YNR065C	NaN
YNR066C	-0.006
YNR067C	-0.010
YNR068C	-0.017
YNR069C	0.004
YNR070W	0.016
YNR071C	0.021
YNR072W	0.017
YNR073C	0.017
YNR074C	-0.001
YNR075W	0.008
YOL001W	0.044
YOL002C	0.029
YOL003C	0.039
YOL004W	0.098
YOL006C	0.071
YOL007C	0.055
YOL008W	-0.001
YOL009C	NaN
YOL011W	0.017
YOL012C	-0.006
YOL013C	0.010
YOL013W-A	-0.004
YOL014W	0.022
YOL015W	0.023
YOL016C	0.008
YOL017W	0.016
YOL018C	0.033
YOL019W	0.032
YOL020W	0.010
YOL023W	0.128
YOL024W	-0.005
YOL025W	0.004
YOL027C	0.035
YOL028C	0.017
YOL029C	0.037
YOL030W	0.029
YOL031C	0.016
YOL032W	0.014
YOL033W	NaN
YOL035C	0.013
YOL036W	-0.001
YOL037C	-0.018
YOL039W	0.080
YOL041C	0.107
YOL042W	0.021
YOL043C	0.019
YOL044W	0.037
YOL045W	0.036
YOL046C	0.032
YOL047C	0.025
YOL048C	-0.005
YOL049W	-0.036
YOL050C	0.034
YOL051W	0.079
YOL052C	0.047
YOL053C-A	0.048
YOL053W	0.039
YOL054W	0.057
YOL055C	0.018
YOL056W	0.024
YOL057W	0.013
YOL058W	0.005
YOL059W	-0.012
YOL060C	-0.009
YOL061W	0.020
YOL062C	0.025
YOL063C	0.031
YOL064C	0.085
YOL065C	0.046
YOL067C	0.026
YOL068C	0.014
YOL070C	0.030
YOL071W	0.014
YOL072W	0.370
YOL075C	0.024
YOL076W	NaN
YOL079W	0.016
YOL080C	0.026
YOL081W	NaN
YOL082W	0.018
YOL083W	0.016
YOL084W	-0.003
YOL085C	-0.011
YOL086C	NaN
YOL087C	0.004
YOL088C	-0.007
YOL089C	-0.027
YOL090W	0.009
YOL091W	0.019
YOL092W	0.016
YOL093W	0.022
YOL095C	NaN
YOL096C	NaN
YOL098C	0.000
YOL099C	-0.003
YOL100W	-0.006
YOL101C	0.011
YOL103W	0.010
YOL104C	0.010
YOL105C	0.015
YOL106W	0.012
YOL107W	0.006
YOL108C	0.000
YOL109W	-0.006
YOL110W	0.001
YOL111C	-0.009
YOL112W	0.001
YOL113W	0.000
YOL114C	-0.004
YOL115W	-0.085
YOL116W	0.002
YOL117W	0.010
YOL118C	0.004
YOL119C	0.008
YOL121C	-0.110
YOL122C	0.001
YOL124C	0.009
YOL125W	0.004
YOL126C	-0.004
YOL128C	0.012
YOL129W	0.006
YOL131W	-0.005
YOL132W	0.002
YOL136C	0.006
YOL137W	0.002
YOL138C	-0.007
